channel_id,title,description,publishedAt,matched_term,subscriberCount,videoCount
UCN-IdA4NUxGui_ttwalSWAA,IIFL Finance,"Building on the strength of over 25 years of expertise, IIFL Finance is one of India’s largest and most trusted financial services provider, offering a spectrum of loans and investment products. With over 2,377 branches across 600+ cities and assets under management exceeding INR 37,000 crore (as on 31st March 2020), we cater to millions of happy customers. IIFL Finance endeavours to stand out for talking straight and being honest with its customers, summarised in our motto – Seedhi Baat.",2019-03-08T09:22:03Z,finance,26000.0,702.0
UCXLQ_BjTqnq22t9t8idon2w,AU Small Finance Bank,"India's largest Small Finance Bank committed to bringing Badlaav in banking. #BadlaavHumseHai
Never share personal info/PIN/OTP on social media

A dream was started three decades ago by Mr. Sanjay Agarwal, a merit holder Chartered Accountant and a first-generation entrepreneur, along with his proficient team. Together, they embarked on a journey of excellence; enriching lives along the way. 

What started off as a dream to be one of the fastest growing NBFCs, Au Financiers, is now AU SMALL FINANCE BANK. 
Through our journey, we have focused on solutions, completely based on our customers’ needs.

Our transformation to a Bank that provides a place for safe keeping, is a reflection of the things that we stand for. Inclusiveness. Progress for all. Simplicity. Action and Urgency.

These are the very pillars on which AU Small Finance Bank would be serving you, the most important member of our family. 
",2011-09-05T06:36:37Z,finance,42900.0,443.0
UCs143j2RADab0TMk-IiQUmg,Corporate Finance Academy,We offer the best training for Corporate Finance and FP&A,2020-08-10T00:05:46Z,finance,16400.0,45.0
UCufPQrht13ottKnNyIkxVUA,Financial Edge Training,"We combine over 100+ years of training experience with the very latest in technology and deliver new hire training programs for the top 4 investment banks. Our leading faculty and teamwork together to provide exceptional training and program support, from inception to completion.

We are passionate about helping all students reach their career goals by providing affordable and accessible world-class financial training online. Whatever their background, participants can experience the same coaching as employees at the top banks, hedge funds, asset managers, and private equity firms.
",2016-11-28T10:35:49Z,finance,18900.0,309.0
UCJ-_I3IYY-nPzvg_gT7BO0Q,Streamline Financial,"Streamline Your Retirement by getting these 3 key parts right!
1) Tax-efficient withdrawal planning 
2) Investment Planning
3) Tax Reduction Planning 

My name is Dave Zoller and I own Streamline Financial along with our team of retirement specialists. 
Streamline has been helping people retire for over 25 years and I've personally been working with clients for the last decade and a half. 

We can only work with a select number of clients so we created this channel to share what's working well for the families we help. 
We both know that RETIREMENT IS MORE THAN MONEY so you'll see the financial strategies along with the non-financial strategies to make sure this next stage is YOUR BEST YET! 

Disclosure-Securities offered through LaSalle St. Securities LLC (LSS), member FINRA/SIPC.
Advisory services offered through LaSalle St. Investment Advisors LLC (LSIA), a Registered Investment Advisor.
Streamline Financial Services is not affiliated with LSS or LSIA. LSS is affiliated with LSIA.
",2020-05-22T16:36:11Z,finance,142000.0,315.0
UCVMAhVxKNDponjjb1HSuwHw,Merit Financial Advisors,"Investment Advice offered through Merit Financial, LLC, an SEC-registered investment advisor.",2020-04-17T15:09:27Z,finance,69200.0,337.0
UCYNgIQO1dlz4jNDP1z6sxQw,Ankit Finance Club,"Hello Friends!! Welcome to your Channel “ANKIT FINANCE CLUB”

Friends the main reason behind creating this channel is that we want to make people financially literate, so that they will able to manage and grow their money  by taking right decision at right time and  by having right knowledge. 
In this channel we covers wide areas of finance topics like TAX PLANNING, MUTUAL FUNDS, BANKING, STOCK MARKET, Investment Options and many more. 
Whatever updates come related to Investment we share knowledge related to that on prompt basis helping you to get aware about that which help you make SMART Decisions. 

SUBSCRIBE & Press BELL ICON to get regular updates.",2013-07-31T12:50:37Z,finance,24100.0,621.0
UCYrT0uRTBZ-8RRotXRpjQ1w,Executive Finance,"Finance topics taught for finance professionals or those aspiring to become financial professionals.  Jen and I focus on developing the highest quality e-learning courses for anyone interested in reaching the office of the CFO.

If you need Professional Development credits (CPE or CPD), then you can't get them watching YouTube videos.  However, you can get them if you subscribe to the Proformative Academy.  Use the Discount Code ""COOK10"" to get a discount on your subscription.  There you can access the dozens of courses Jen and I have as well as hundreds of others from people like us.  Just do it.  www.proformative.com",2012-02-10T21:14:42Z,finance,98700.0,168.0
UCoUxsWakJucWg46KW5RsvPw,Financial Times,"Interested in unbiased global news and want to make sense of a changing world? The Financial Times YouTube channel showcases the best of our visual journalism, going beyond the headlines to help you navigate the world’s new agenda. Our stories will inform and inspire you to lead the way in business and beyond, to rethink existing political and economic models and follow crucial trends. Join us and gain deeper insight into the news. 

Copyright The Financial Times Ltd 2019. FT and 'Financial Times' are trademarks of The Financial Times Ltd. Please do not copy or redistribute FT videos otherwise than in accordance with YouTube's Terms of Service. If you wish to purchase rights to syndicate FT videos, please contact syndication@ft.com.

",2009-03-26T15:06:43Z,finance,1280000.0,10901.0
UCmk6ZFMy1CT80orXca4tKew,The Financial Express,"The Financial Express (FE) is a business paper that’s closest to the people who are in the business of business. From business policies to market trends to new developments, The Financial Express comes packed with incisive news on every relevant issue.",2016-05-10T11:46:29Z,finance,213000.0,4147.0
UCpXn99xDG2XjEYbUQnJAlDA,Finance With Salini,"Making finance simple and accessible! Get tips on investing, personal finance, and market trends—all broken down for easy understanding.

Email📧: collab.saliniagarwal@gmail.com

Subscribe for your daily dose of financial empowerment!",2023-06-08T12:20:08Z,finance,222000.0,130.0
UC7rg-IpTVtKCFcjOtOMGqag,Learn Accounting Finance,"Through this channel, I share practical knowledge about financial analysis, cost accounting, management accounting and financial reporting.  Videos include accounting theory and its practical application in the workplace using most commonly used tools such as Microsoft Excel, Powerpoint, SAP ERP and BI. 

Join Learn Accounting Finance now and learn and grow with me in this journey of self education, improvement and excellence. We do not just want to be good professionals, we want to be Great at what we do.

Course:
Complete income statement and EBITDA variance analysis course now available at heavy discount: https://ebitda.thinkific.com/pages/start

Looking for more personalized help? Connect with me on:
https://www.instagram.com/learnaccountingfinance
https://www.tiktok.com/@learnaccountingfinance
https://www.facebook.com/profile.php?id=100063564513161
",2016-09-05T17:12:29Z,finance,43600.0,105.0
UCCl3S0JZK5QgBXzGBZmDiCQ,Harry's Financial Fitness,"Welcome to Harry's Financial Fitness!

🌟 Your Go-To Source for Empowering Your Financial Journey 🌟

Hi, I'm Harry, and I'm passionate about making personal finance understandable and accessible for everyone. Whether you're just starting out, looking to save more, or diving into investments, this channel is your trusted guide.

🔍 What We Offer

Financial Fundamentals: Grasp the basics of budgeting, saving, and debt management.
Investment Insights: Demystifying stocks, bonds, and retirement planning.
Money-Saving Tips: Smart strategies to boost your savings.
Economic Trends Analysis: Understand how global events affect your wallet.
Interactive Q&A Sessions: Your questions, answered.
Success Stories: Real-life examples to inspire and educate.

📈 Your Financial Fitness Journey Starts Here! 
Every week, we'll bring you new content tailored to help you achieve your financial goals. Whether it's setting a budget, understanding credit scores, or planning for retirement, we've got you covered.
",2020-04-10T20:34:25Z,finance,15800.0,180.0
UCFb-kBFZMH5Ocf0rh22G12g,Financial Recap,"What's Going on guys! Welcome to The Financial Recap! 

The Financial Recap is dedicated to help develop better men and women through financial knowledge, ideas, and experiences. 
Our goal is to form a community of action takers who want to build a life where they do what they want, when they want, how they want. 
Does this sound like you? 

This channel will focus on providing value through Videos, animated reviews/discussions of ideas found in Financial books, maeket research, and mentors.  
The main topics that we will be touching in these videos are;

-Financial Success 
-Index Fund Investing
-Cryptocurrency Investing
-Money Saving tips
-Habit Building 
-Passive Income Ideas
-Other topics that can help us become Better Men and Women.
",2022-11-06T03:01:00Z,finance,23600.0,417.0
UCwAR5SElzS5RkZxVGvEnr0Q,Tech and Finance,"Welcome to the Tech and Finance YouTube channel, your ultimate destination for all things related to the stock market, share market, Zerodha trading platform, investment, NSE, online trading, tutorials, online earning, money-making, investment guidance, live trading videos, live intraday trading sessions, live day trading in India, live intraday trading with Zerodha, live recorded trading videos, online trading, and daily educational content.

📚 Disclaimer: We are not SEBI registered analysts, and we do not provide stock tips. Our content is solely for educational purposes.

For inquiries and more information, feel free to contact us at +918116860169.

Don't miss out on our daily online learning and educational videos. Subscribe now and stay tuned for insightful content on all things tech and finance! Where Tech Meets Finance 🌐🤝
",2017-09-07T06:49:51Z,finance,278000.0,89.0
UCCpXy4y4McbV9Aege_yPASg,Blueprint Financial,"I’m Christopher Liew, the founder of Blueprint Financial. I’m a CFP®, CFA Charterholder, and personal finance columnist for CTV News.

My goal is to help you do one thing: Build the life you want, with the right Blueprint.

I believe every Canadian deserves more than just generic advice. You deserve a strategy designed for your life.

On this channel, we cover the big financial moves that shape your future: retirement, taxes, investing, and what happens if you decide to leave Canada.

In-depth financial planning for my future changed my life, and I want to help it change yours. A solid plan can be the difference between constant stress and true peace of mind.

Here at Blueprint Financial, our experienced team creates custom financial plans for individuals and businesses all across Canada. Check out our services on our website, the link is below.
",2023-08-11T01:26:36Z,finance,30100.0,149.0
UCbRBA5wZ-1op6kdEEi0-tIw,Finance with Nobita,"We are here to share our knowledge💡 and make our youth more knowledgeable🕯️ and build confidence in them to achieve Wealth💰. We are an educational team 🎓 specialized in Finance 📊 and mainly focused on educating Youths 🏄...Our Goal is to achieve knowledge and share with you'll and move towards Financial Freedom.

Note:- I am a not a SEBI registered adviser or a Financial adviser. All the information provided by me are for educational/informational purposes only.

We hit:
100 subs on 06th October 2020
200 subs on 11th March 2022           
300 subs on 26th June 2023
400 subs on 19th August 2023
500 subs on 29th August 2023
600 subs on 05th September 2023
700 subs on 12th September 2023
800 subs on 17th September 2023
900 subs on 20th September 2023
1000 subs on 23rd September 2023
1500 subs on 07th October 2023
2000 subs on 19th October 2023
2500 subs on 31st October 2023
10000 subs on 26th March 2024 
15000 subs on 15th June 2024
20000 subs on _______________??🎉🔥",2020-08-15T10:03:02Z,finance,39500.0,100.0
UCst_IT8Tbwb_w6oXB75BQiQ,Finance Wallah,"Welcome to Finance Wallah - , your ultimate guide to securing a job in Private Banking, Financial Services, and the Insurance sector—exclusively designed for Indian graduates.

Breaking into these industries requires in-depth preparation and expert guidance, yet much of the recruitment process remains undisclosed to the public. That’s where Finance Wallah_BFSI steps in.

Our team of industry-leading mentors is dedicated to providing personalized guidance and real-world exposure to help you navigate this competitive field. Through our videos, you’ll gain insights into:
✅ Banking Products
✅ The Recruitment Process
✅ Interview Preparation
✅ Essential Soft Skills
✅ Current Job Openings in top private companies within BFSI

Join us on this journey and take the first step toward a rewarding career in BFSI! 🚀
",2023-01-28T17:08:30Z,finance,57300.0,616.0
UC_SJpaFCK0yoRkTRPaPT3kA,Finance School !,"According to a study, It was found that about 75% of Literate Indians lacks the basic knowledge of Finance, Saving , Investing , Debt and Stock Market. With this channel, our aim is to educate India Financially. Subscribe our channel to learn the core concepts related to Stock Market and Finance.

""Formal Education will make you a living , Self Education will make you a fortune""

Note -  
WE ARE NOT SEBI REGISTERED. 
Our videos are just for Educational Purposes and are not meant to be taken as any financial advisory. Stock Market is subject to risk, so always invest on your own Risk.
",2021-06-25T11:22:54Z,finance,32200.0,49.0
UC6-jlXwuXsVhcLv8mfJ8QuQ,Let's Learn Stock Market & Finance,"Let's Learn Stock Market & Finance is a channel that helps you to understand stock market and finance world very deeply.
In this channel you will get to learn about share market, money management, credit card, debit card, tax planning, mutual fund, insurance etc. 
This channel is only for education and knowledge purpose .

IMP Note : 
There is No Paid Membership , No Join Button , No Website / Instagram / FB / Whats app group / telegram or any other social media . ( if u found any than its fake ) 
( we have 2 Official YouTube Channels ONLY i.e. SMKC & SMC & both are 100% FREE ) 


Happy Learning :)

",2024-10-25T23:54:06Z,finance,80800.0,32.0
UCY2O8IpHZgLLG-fXHhX6aLw,History Meets Finance,"You’re here because you’re in a rush, but curious about history & finance. 

Here at History Meets Finance, we explore the world of business and money. We dive into historical stories about how money has shaped cultures and economies today. Exploring how people in the past thought about money can be eye-opening. And understanding how money has evolved and shaped the world we know today can be fascinating. We publish a new video every week where we explore the interesting world where history meets finance. 
",2022-08-16T01:20:34Z,finance,78600.0,127.0
UCuxGFSuuJe3wU7AAvMgGdZA,Financial Freedom 101,"Financial Freedom 101 is a place to learn financial education topics not taught in school including how to get out of debt, fix your credit, start a business, entrepreneurial skills, loans, retirement, investments, interest rates, and much more. 




Legal Disclaimer: 
Topics discussed may include predictions, estimates or other information that might be considered forward-looking. Results are not guaranteed. This is not individual investment, legal, or tax advice. Investments can lose money. Make sure to complete your own due diligence and work with licensed investment, tax, and accountant professionals when making financial decisions. Financial Freedom 101 is not responsible for any of the financial decisions that you make. Financial Freedom 101 typically has investments including, but not limited to positions in diversified ETFs such as SPY, VO, and others which may contain holdings in the companies discussed. The content of this video is for entertainment purposes only.
",2019-02-21T04:45:51Z,finance,36100.0,268.0
UCuZG7tznbwPsonFxrKgQZwA,Finance Dot Com,"📘 Author – ""You Don’t Know the Power of ETF""  Book.
📦 Get My Book 👉 [ https://amzn.to/3GEEmQq]

NISM Certified Equity Research Analyst 
in Teaching India How to Build Wealth with ETFs and Passive Investing
Simple, Honest & Practical Investing Content

📄 View My NISM Certificate 👉 https://photos.app.goo.gl/frxSM58Vr7NtNKv99

 This channel is dedicated to delivering easy-to-understand, educational content on long-term wealth building. We focus on value-based investing and smart use of ETFs to help everyday Indians grow financially.

🔔 New videos posted frequently. Subscribe & turn on the bell icon to stay updated with practical, no-hype investing insights.

⚠️ Disclaimer:
 Disclaimer:
This channel is for educational purposes only. I am NISM Certified but not SEBI Registered. I do not provide tips, recommendations, or investment advice. Always consult a SEBI-registered advisor before making any financial decision.

",2023-11-08T14:41:16Z,finance,18900.0,255.0
UCSVr7BOdnBv0C4yDHR9oLhw,Grow Business Finance Hub,"Mr. Vikash Mishra is an AMFI Registreted Mutual Fund Distributor.

Education: Mr. Vikash is an Post Graduate in M.Com
📂Certificate:
📃NISM-Series-V-A: Mutual Fund Distributors Certification Examination
📃SEBI Investor Certification Examination

On This Channel You'll Find:
✅️For Basics To Advanced Strategies (Watch Playlist)
✅️Simplified Finance: Easy to Understand Video on Mutual Fund, ETF and SIP.
✅️Financial Freedom: Practical Tips to help you achieve your Financial goals faster.
✅️Learn Investing in Stock, Mutual Fund, Bonds, FD, IPO, Gold and Crypto.
✅️Personal Finance.

Disclaimer:
I Am NISM Certified Mutual Fund Distributor Registered No. NISM-202400161087. This Channel is For Information and Education Purpose Only, Do Your Own Analysis Before Investing, Invest At Your Own Risk.

!! Jai Shree Shyam !!
🇮🇳Jai Hind🇮🇳

For Business Enquiry: Drop an Email and WhatsApp Message.
WhatsApp me - 8432186173
Email: vikashmishra.business@gmail.com",2023-01-22T05:31:51Z,finance,35700.0,780.0
UC4CFzoYpy0f7CigJ2FLQl7Q,Finance Faith Family,"Homeschool family of 5 living in a 540 Sq ft mobile home. New life in Christ since 2019. Living debt free and building wealth.
",2019-03-17T06:13:26Z,finance,49900.0,45.0
UC0Z2pDssRHVwKjMScv7rr9A,Sembang Finance,"Hi my name is Wilson (FAR, CMSRL, RFP). 

Welcome to Sembang Finance where we sembang about everything economics and finance. :)

Ex Network Engineer, Ex Derivatives Dealer, Ex Portfolio Manager, and now Financial Planner (RFP).




",2022-10-12T08:45:37Z,finance,32600.0,155.0
UCQ2A6LCgzkgS0rxO3q_2FQQ,SumanTV Finance,"#sumantvfinance #money #howtoearnmoney #stocks 
Welcome to SumanTV Finance Channel - The Place where you are served with Online and Offline Money Making Tips and Money Earning Methods Every Day.  SumanTV Finance has been constantly coming up with new Content that helps young entrepreneurs, Self Made Business Women, Students who wish to earn part-time income to make more relevant to different successful ways of Earning Online and Offline.
Your Priceless feedback is always appreciated.
Please Subscribe SumanTV Finance for More Awesome Business and finance Videos Served on Daily Basis.
Mail us :contact@sumantv.com

",2020-11-21T11:35:08Z,finance,221000.0,7675.0
UCI2rQjikwBSVGg2lGcf-QwA,Tony D | The Chief Finance Officer ,"😀 I'm Tony D, a current serving Chief Finance Officer (CFO),  Entrepreneur, and You-Tuber. 
On this channel, I impart my wisdom and knowledge around accounting, tax, finance, business (entrepreneur), crypto and quite importantly self-development and productivity. 
",2012-05-01T17:18:20Z,finance,31300.0,169.0
UCYuLCUHAoN1fs3pZi3WPRnA,Financial Post,"The Financial Post features the latest financial news and investment advice in Canada.

Become a Fan on Facebook:
http://www.facebook.com/FinancialPost

Follow us on Twitter:
http://twitter.com/financialpost

Join us on Linkedin:
http://www.linkedin.com/companies/national-post?goback=.cps_1259008051607_1

Have the National Post delivered to your door
https://subscriptions.nationalpost.com/new_devel/index_sub1.html",2008-12-19T16:13:25Z,finance,59500.0,3920.0
UCOiYCGQWffmosWFxwAm7ABw,Careers and Personal Finance by Khan Academy,"Careers and Personal Finance by Khan Academy: Are you wondering how to land your dream job? How to pay off student loans? What’s the best way to negotiate your salary? Finding answers to questions like these can be hard, but we’re here to help. We ask real people in real jobs how they make it all work in our new video series about careers and personal finance.
 
About Khan Academy: Khan Academy is a nonprofit with a mission to provide a free, world-class education for anyone, anywhere. We believe learners of all ages should have unlimited access to free educational content they can master at their own pace. We use intelligent software, deep data analytics and intuitive user interfaces to help students and teachers around the world. More free lessons at KhanAcademy.org",2017-01-04T23:21:19Z,finance,48000.0,200.0
UCQLbMunk1Hshesv1-USEj2w,Streamline My Practice: For Financial Advisors,"Online Training For Financial Advisors

This channel is made for Financial Advisors who are looking to grow their practice so that they can positively impact more people for good. 

Some of the things we'll be talking about are advisor marketing, practice management, how to find and attract new clients, advisor communication strategies, and how to keep your clients happy for life. 

Financial Advisors have an important role in removing the burden of finances from their client's shoulders. And this is the place for them to come and grow as an advisor. 

Don't miss the latest Free Advisor Training at https://www.streamlinemypractice.com
",2020-01-29T11:45:23Z,finance,14200.0,376.0
UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,"My name is Jeremy Lefebvre and I created the Financial Education Channel as somewhere people from all backgrounds, countries etc can come and learn about Investing, Personal Finance and entrepreneurship!

Apply to join my private Stock group & Wealth Group with this link

FAQ
*What do you do each day?
Now a days I focus most of my time on finding the next home run stocks, running my stock portfolios, help my private stock group members reach 6 figure, 7 figure and 8 figure milestones, and lastly record Youtube videos! I use to have a real estate marketing company before youtube took off. Before that I was a manager for a company named Quiktrip.

*Wife Kids?
Yes I have a beautiful wife and 2 awesome little boys

*When did you start the Financial Education channel?
I started in  2016

*Any advice to retail investors?
Do Research and watch my videos on investing!",2016-01-05T08:11:05Z,finance,875000.0,2752.0
UCYp-onWoQk6R9kCTij5KkkQ,Nobody Special Finance,Financial News and Independent Investigative Reporting.  Join me for The Morning Update Live every day at 9 AM EST.,2021-05-07T17:06:25Z,finance,63600.0,1479.0
UCtCfWl5g-z2dIW5PyjAELKA,Finance Hub & Networks,"At Finance Hub & Networks, our Home Loan Specialists will do all the work for you: research, advise, and help you make the right decision for your circumstances.
Contact.  
Info@finhub.net.au 
Mob 0430 11 11 88 ",2021-02-10T02:32:32Z,finance,103000.0,115.0
UC4fg8o6oUkkZDLaC6eAZKwQ,Heresy Financial,"How money really works - and making it work for you.
Join my coaching program: https://go.Heresy.Financial/join  


@HeresyFinancial on all socials


",2019-07-18T00:38:44Z,finance,359000.0,1806.0
UCREEmSahtQyTBjJudI6kgmg,The Financial Coconut TFC,"We ""Work Smart, Invest, Retire Well"" + some business stuff
🎙️ #WiseAndShine #TFCStockgeekout #ChillsWithTFC
🎙️ @LiCaiOhYeah

Join our community
Telegram group! https://t.me/thefinancialcoconutpodcast
Whatsapp channel: https://rebrand.ly/whatsapp-join-TFC
More of what we do: https://linkin.bio/thefinancialcoconut
",2019-09-04T22:02:18Z,finance,33200.0,1475.0
UCWWu_w9T7KYJDpISoNXuDMw,Fennec Finance,"Welcome to my channel! I make educational videos about money, finance, and business in general. I explain complicated concepts in an easy-to-grasp manner with illustrations and relevant examples from Algeria. I plan to touch on many important subjects to help people understand the intricacies of the economy.

I don’t give financial advice because that requires certain customization depending on one’s circumstances, so I encourage you to please do your own research.

If you haven’t done so, please subscribe to the channel and activate the bell button to be notified whenever I drop a video :)",2021-04-20T22:30:59Z,finance,124000.0,20.0
UCXvLQbhgdtAAVlMuyd_DWiQ,Piramal Finance,"Welcome to the official YouTube channel of Piramal Finance Limited (Formerly known as Piramal Capital & Housing Finance Limited)! We are dedicated to becoming Bharat's preferred lender. Our tagline: ""Hum Kaagaz Se Zyaada, Neeyat Dekhte Hain"" embodies our mission to value intentions over documents. Stay tuned for insights, updates, and financial solutions tailored for you.

Website: https://www.piramalfinance.com/ 
Follow @Facebook:   / piramalfinance  
Follow @Instagram:   / piramalfinance  
Follow @Twitter:   / piramalfinance   
Follow @Sharechat: https://sharechat.com/profile/piramal...
Follow @Moj: https://mojapp.in/@piramalfinance

Visit www.piramalfinance.com to apply for a Home Loan, Business Loan, Used Car Loan, Personal Loan or Loan Against Property.

#piramalfinance #loan #personalloan #instantloan #businessloan #usedcarloan #propertyloan #HomeLoan
",2017-04-24T05:29:40Z,finance,154000.0,930.0
UCt4YUCwtaIKgJlgilSVejuA,Financial Trader,"Disclaimer:- Trading has the risk of losing capital, consider your actions yourself, only 18+
Hey everyone my name is Suraj , I provide knowledge about Indian Stock Market , Binary Market and Forex Market . Please note that I am not SEBI registered , I just share my experience based knowledge of the Market. 
:- I never advice anyone to invest its just for Educational Purposes.. 

For Business Related Talks = surajslamoutloud@gmail.com

Telegram Channel :-
https://t.me/surajpoet

#Trading #binary #optiontrading #binomo #quotex #iqoption #optiontrading #intradaytrading #banknifty #nifty50 ",2022-11-21T13:20:54Z,finance,107000.0,416.0
UCdRh60zJgGcbMYqQBE4idDg,Financial pandit,"*****FINANCIAL PANDIT***** 

My name is Madan Mohan Tiwari and I created ""financial pandit""  Channel as somewhere people from all backgrounds, countries etc can come and learn about Investing, Personal Finance and entrepreneurship!

""HELLO N WELCOME दोस्तों...मैं हूँ Madan Mohan ' और आप देख रहे हैं Financial Pandit !""
My Dear Friend,
ये आप का ही चैनल है..आपको इस चैनल पर Finance and investment ki  सभी जानकारियां मिलेंगी। इसमें हम जानकारी शेयर करते  finance , investment , Mutual fund, stock market  के बारे में!
बहुत बहुत स्वागत है आपका अपने ही चैनल ""Financial Pandit"" में और हफ्ते में 4 से ज्यादा वीडियो डालने की कोशिश रहती है 

Subscribe करके जाना जी!

For business inquiries :
financialpandit4@gmail.com


😊😊😊",2018-08-16T13:32:11Z,finance,86100.0,239.0
UCdSTtqqUGKZSRtzuqdKPzwQ,Finance Economist,"Join us as we explore the exciting and ever-changing world of finance!
",2022-12-27T18:02:45Z,finance,80700.0,648.0
UC3z9dDPBBClk-9IJJlXuMQg,Financial Wisdom,"As a professional long term investor/trader I have consumed hundreds of financial books and endured countless hours of self education. Hopefully the channel will reduce the learning curve duration of many aspiring investors and traders.

My Brokerage Account (Interactive Brokers) - https://bit.ly/3UGvn1U
25% Off Stockopedia - https://bit.ly/2YIcAIn
Risk/Reward trading spreadsheet - https://bit.ly/3ea6sl8
My Trading Spreadsheet/Calculator - https://bit.ly/3ea6sl8
Technical Screener - https://bit.ly/3ea6sl8
Back test software - https://bit.ly/3ea6sl8 (20% Discount code)
My Breakout Scanner - https://www.financialwisdomtv.com/service
My Forum - https://www.financialwisdomtv.com/service
FREE Trading Tools/Software/Stuff - https://bit.ly/3ea6sl8
My Strategy Blueprint - https://www.financialwisdomtv.com/service
Edgewonk Trade Analysis Software - https://bit.ly/3xS6S7s  Coupon Code = FWISDOM
My Instagram Link - https://www.instagram.com/gpacker77/



",2019-11-13T11:58:12Z,finance,271000.0,127.0
UCqVxUnODry0Yp41GSj_FoOA,Eldesoky khaled Accounting & Finance,"Official educational channel of Eldesoky Khaled which contains  CMA , IFRS and basic accounting courses to assisting accountants to be international certified and professional.
www.facebook.com/groups/1789034928031162/

",2012-10-28T14:09:22Z,finance,30200.0,247.0
UCdqYxe31nwmfDdlnpLsYRiQ,Personal Finance TV,"Finance. Uncomplicated. 


Struggling to make sense of your money? You're not alone & you're in the right place.

Welcome to Personal Finance TV, where we turn complex money topics into clear, relatable content you can actually use. From budgeting and saving to investing, paying off debt & building wealth, we break it all down with real-life stories, expert advice, and a bit of fun...because personal finance doesn’t have to be boring. Whether you're trying to stop living paycheck to paycheck, start your investment journey, or simply gain financial confidence, you’ll find the tools & strategies here.

New videos weekly on;
• Personal Finance Strategies
• Smart Money Habits
• Debt Management & Credit
• Budgeting Hacks
• Investing for Beginners
• Financial Freedom & Mindset

Ready to take control of your financial future? Subscribe now and join thousands of others working toward financial independence & peace of mind; one video at a time.
",2024-06-06T12:18:55Z,finance,12500.0,335.0
UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,"I'm Anna, I'm a Chartered Accountant and I talk about beginners investing, personal finance & bossing life. So essentially, everything to do with getting out of debt, investing, saving, becoming financially independent, organising your life, becoming successful in your job etc! 
Investing is risky. Invest responsibly.
If you like what you see, please do subscribe and say hello :)
You can also find me on social media under @pandabossanna
",2019-09-17T08:23:25Z,finance,21400.0,284.0
UC8Hr2D7Y5rqzb63U-1fPXrg,AHealthcareZ - Healthcare Finance Explained,"AHealthcareZ is Healthcare Finance Explained.  Learn how the US healthcare system works... or doesn't work.  

Video topics include healthcare costs, health insurance, hospital finance, prescription costs, healthcare policy, Medicare, Medicaid, employer-sponsored healthcare and patient out-of-pocket costs

Dr. Bricker is an Internal Medicine Physician and the former Co-Founder and Chief Medical Officer of Compass Professional Health Services.
",2018-11-10T20:24:10Z,finance,39700.0,553.0
UCQVXnzmkbs7d0ZAJVhl3pUg,Equitas Small Finance Bank,"Equitas Small Finance Bank is an active member of the communities where we live and work, and a strong philanthropic partner enabling individuals, families, businesses, and entire communities in their financial aspirations with seamless banking services. We take the responsibility to be good neighbours, and are committed to our legacy of giving back to our communities. We aim at changing the way banking is imagined delivered and experienced – with Fairness & Transparency being the key drivers.",2015-06-05T10:40:46Z,finance,83300.0,535.0
UCbioxf-vv5PgonyackdBwog,RJ Financial,"Credit Cards | News | Banking | Profitable Content | Always in Black

",2012-04-01T14:54:54Z,finance,65000.0,675.0
UCE24DBuVZGTNss3ziQPu_Ow,Milan Singh | Finance,"From moving to the US at age 5 to becoming a self-made millionaire, I've picked up a lot. I have worked multiple jobs, fixed iPhone screens for extra money, started e-Commerce businesses, used student loans when I was studying finance to start investing (please don't do this lol), and more. 

I'll show you what really works to grow your wealth. You'll learn how to save, earn, and invest more. My goal is to help you grow your wealth.
",2021-03-20T00:49:19Z,finance,44900.0,1201.0
UCQoIhBmVA7v54Az_L6RFz_g,Sean Rampersaud Finance,"Expert Personal Finance Channel with a specialty in Mortgages, Real Estate, Investing, Credit, and Saving. Top Mortgage Broker Teaches You Finance Strategies That Actually Work In Real Life. Our Channel is focussed on teaching you everything there is to know about banking and personal finance. Mortgage secret tips and credit tips you can trust. Sean Rampersaud has been in finance and real estate for over 20 years, becoming a successful mortgage broker, realtor (in the past), sales expert, House flipper, Landlord and personal finance blogger. I strive to teach you everything there is to know about getting a mortgage, finding a realtor, building property and repairing your credit so that you can become credit worthy. We also touch on different banks, accounts and the financial products they provide including credit cards. We partner with real estate agents, lawyers and other industry members to save our clients money everyday! Thanks for watching and follow us. 780-278-4847 Thanks Sean

",2022-12-24T15:42:54Z,finance,16900.0,153.0
UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,https://www.ProudMoney.com - Learn about a variety of financial products and concepts from your favorite talking head.,2017-05-05T19:32:03Z,finance,111000.0,923.0
UCm-MEoDQdgI_N8L6M8aiw2A,K4 Financial,"At K4 Financial, we are dedicated to providing all Canadians with informative, easy to understand and entertaining financial planning advice. Kent Tilley is a CFP with over 10 years of experience as a financial advisor, who has written hundreds of financial plans for Canadians from all walks of life. He is also a stand-up comedian and has a passion for woodworking and photography. Most importantly, he is a proud father and husband. Please visit K4Financial.ca to learn more about our financial planning services.",2016-07-22T17:22:07Z,finance,20400.0,312.0
